Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeGroup,Barco,Clima,TemperaturaMedia
1.0,3.0,male,25.0,0.0,0.0,0.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,41.0,0.0,1.0,19.5,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,37.0,0.0,1.0,29.7,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,54.5,1.0,0.0,65.64535,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,female,45.0,0.0,0.0,7.75,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,28.0,0.0,0.0,0.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,7.0,4.0,1.0,29.125,Q,Niño (0-12),Titanic,Despejado,2.0
1.0,3.0,female,35.0,1.0,1.0,20.25,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,7.8542,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,16.0,0.0,0.0,9.5,S,Adolescente (13-18),Titanic,Despejado,2.0
1.0,3.0,male,19.0,0.0,0.0,8.05,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,28.0,0.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,33.0,0.0,0.0,8.6625,C,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,30.0,0.0,0.0,9.5,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,22.0,0.0,0.0,7.8958,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,male,42.0,0.0,0.0,13.0,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,22.0,0.0,0.0,7.75,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,26.0,0.0,0.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,19.0,1.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,36.0,0.0,0.0,12.875,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,female,24.0,0.0,0.0,8.85,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,24.0,0.0,0.0,7.8958,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,23.5,0.0,0.0,7.2292,C,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,female,2.5,1.0,2.0,65.64535,S,Niño (0-12),Titanic,Despejado,2.0
1.0,1.0,male,28.0,0.0,0.0,30.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,50.0,0.0,1.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,male,28.0,2.0,0.0,23.25,Q,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,19.0,0.0,0.0,0.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,28.0,0.0,0.0,12.35,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,male,2.5,1.0,2.0,65.64535,S,Niño (0-12),Titanic,Despejado,2.0
1.0,1.0,female,17.0,1.0,0.0,65.64535,C,Adolescente (13-18),Titanic,Despejado,2.0
0.0,2.0,male,30.0,1.0,0.0,24.0,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,30.0,0.0,0.0,56.9292,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,24.0,0.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,18.0,2.0,2.0,65.64535,C,Adolescente (13-18),Titanic,Despejado,2.0
0.0,2.0,female,26.0,1.0,1.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,43.0,1.0,1.0,26.25,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,26.0,0.0,0.0,7.8542,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,24.0,1.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,54.0,0.0,0.0,14.0,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,31.0,0.0,2.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,40.0,1.0,1.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,27.0,0.0,0.0,7.8958,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,30.0,0.0,0.0,12.35,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,22.0,1.0,1.0,29.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,36.0,0.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,54.5,0.0,0.0,6.2375,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,female,36.0,0.0,0.0,13.0,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,31.0,1.0,1.0,20.525,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,16.0,0.0,1.0,57.9792,C,Adolescente (13-18),Titanic,Despejado,2.0
1.0,3.0,female,28.0,2.0,0.0,23.25,Q,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,45.5,0.0,0.0,28.5,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,38.0,0.0,1.0,65.64535,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,16.0,2.0,0.0,18.0,S,Adolescente (13-18),Titanic,Despejado,2.0
1.0,1.0,female,28.0,1.0,0.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,29.0,1.0,0.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,41.0,0.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,male,45.0,0.0,0.0,8.05,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,45.0,0.0,0.0,35.5,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,male,2.5,1.0,1.0,26.0,S,Niño (0-12),Titanic,Despejado,2.0
1.0,1.0,female,24.0,3.0,2.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,28.0,0.0,0.0,13.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,25.0,0.0,0.0,20.589354395604396,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,36.0,0.0,0.0,13.0,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,female,24.0,0.0,0.0,13.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,40.0,0.0,0.0,13.0,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,28.0,1.0,0.0,16.1,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,3.0,1.0,1.0,15.9,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,42.0,0.0,0.0,8.6625,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,23.0,0.0,0.0,9.225,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,28.0,0.0,0.0,35.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,15.0,1.0,1.0,7.2292,C,Adolescente (13-18),Titanic,Despejado,2.0
0.0,3.0,male,25.0,1.0,0.0,17.8,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,22.0,0.0,1.0,55.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,female,38.0,0.0,0.0,13.0,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,40.0,1.0,4.0,27.9,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,29.0,1.0,0.0,27.7208,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,45.0,0.0,1.0,14.4542,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,35.0,0.0,0.0,7.05,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,30.0,0.0,0.0,7.25,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,54.5,1.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,28.0,0.0,0.0,7.2292,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,male,25.0,1.0,0.0,55.4417,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,18.0,1.0,0.0,6.4958,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,3.0,male,19.0,0.0,0.0,8.05,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,22.0,0.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,3.0,3.0,1.0,21.075,S,Niño (0-12),Titanic,Despejado,2.0
1.0,3.0,female,22.0,0.0,0.0,7.25,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,27.0,0.0,2.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,20.0,0.0,0.0,4.0125,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,19.0,0.0,0.0,7.775,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,42.0,0.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,2.5,0.0,2.0,15.7417,C,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,32.0,0.0,0.0,7.925,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,35.0,1.0,0.0,52.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,18.0,0.0,0.0,65.64535,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,3.0,male,2.5,5.0,2.0,46.9,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,7.7292,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,17.0,0.0,0.0,12.0,C,Adolescente (13-18),Titanic,Despejado,2.0
1.0,1.0,male,36.0,1.0,2.0,65.64535,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,male,21.0,0.0,0.0,7.7958,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,2.0,0.0,7.925,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,23.0,1.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,female,24.0,0.0,2.0,16.7,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,22.0,0.0,0.0,7.7958,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,31.0,0.0,0.0,7.8542,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,46.0,0.0,0.0,26.0,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,23.0,0.0,0.0,10.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,28.0,0.0,0.0,12.65,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,39.0,0.0,0.0,7.925,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,26.0,0.0,0.0,8.05,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,21.0,1.0,0.0,9.825,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,1.0,0.0,15.85,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,20.0,0.0,0.0,8.6625,S,Joven (19-35),Titanic,Despejado,2.0
0.0,2.0,male,34.0,1.0,0.0,21.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,51.0,0.0,0.0,7.75,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,male,3.0,1.0,1.0,18.75,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,21.0,0.0,0.0,7.775,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,6.8583,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,33.0,1.0,0.0,65.64535,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,44.0,0.0,0.0,7.925,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,female,28.0,0.0,0.0,8.05,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,34.0,1.0,1.0,32.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,18.0,0.0,2.0,13.0,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,3.0,female,10.0,0.0,2.0,24.15,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,21.0,0.0,0.0,7.7333,Q,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,29.0,0.0,0.0,7.875,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,28.0,1.0,1.0,14.4,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,18.0,1.0,1.0,20.2125,S,Adolescente (13-18),Titanic,Despejado,2.0
1.0,2.0,female,28.0,1.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,19.0,0.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,32.0,0.0,0.0,8.05,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,male,28.0,0.0,0.0,26.55,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,42.0,1.0,0.0,26.0,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,17.0,0.0,0.0,7.125,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,1.0,male,50.0,1.0,0.0,55.9,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,14.0,1.0,2.0,65.64535,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,3.0,female,21.0,2.0,2.0,34.375,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,24.0,2.0,3.0,18.75,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,54.5,1.0,4.0,65.64535,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,31.0,0.0,0.0,10.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,45.0,1.0,1.0,26.25,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,20.0,0.0,0.0,9.5,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,25.0,1.0,0.0,7.775,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,28.0,0.0,0.0,13.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,28.0,0.0,0.0,8.1125,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,male,4.0,0.0,2.0,65.64535,S,Niño (0-12),Titanic,Despejado,2.0
1.0,2.0,female,13.0,0.0,1.0,19.5,S,Adolescente (13-18),Titanic,Despejado,2.0
1.0,1.0,male,34.0,0.0,0.0,26.55,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,female,5.0,2.0,1.0,19.2583,C,Niño (0-12),Titanic,Despejado,2.0
1.0,1.0,male,52.0,0.0,0.0,30.5,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,36.0,1.0,2.0,27.75,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,28.0,1.0,0.0,19.9667,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,30.0,0.0,0.0,27.75,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,male,49.0,1.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,male,29.0,0.0,0.0,7.8958,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,28.0,1.0,0.0,51.8625,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,50.0,0.0,0.0,10.5,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,male,48.0,0.0,0.0,26.55,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,34.0,0.0,0.0,8.05,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,47.0,0.0,0.0,38.5,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,48.0,0.0,0.0,13.0,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,38.0,0.0,0.0,7.05,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,7.725,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,female,2.5,2.0,1.0,19.2583,C,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,38.0,0.0,0.0,8.6625,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,female,33.0,1.0,2.0,27.75,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,23.0,0.0,0.0,13.7917,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,22.0,0.0,0.0,9.8375,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,28.0,0.0,0.0,52.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,29.0,1.0,0.0,7.0458,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,22.0,0.0,0.0,7.5208,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,female,2.5,0.0,1.0,12.2875,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,9.0,5.0,2.0,46.9,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,50.0,0.0,0.0,8.05,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,54.5,0.0,0.0,9.5875,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,male,25.0,1.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,54.5,0.0,0.0,29.7,C,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,male,9.0,1.0,1.0,15.9,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,21.0,0.0,0.0,7.25,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,54.5,0.0,0.0,30.5,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,54.5,0.0,0.0,49.5042,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,14.4583,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,54.0,1.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,15.1,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,female,25.0,1.0,2.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,24.0,0.0,0.0,7.7958,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,21.0,0.0,0.0,7.75,Q,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,28.0,0.0,0.0,7.6292,Q,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,37.0,0.0,0.0,9.5875,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,16.0,0.0,0.0,65.64535,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,1.0,male,18.0,1.0,0.0,65.64535,C,Adolescente (13-18),Titanic,Despejado,2.0
1.0,2.0,female,33.0,0.0,2.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,22.525,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,26.0,0.0,0.0,56.4958,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,29.0,0.0,0.0,7.75,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,male,36.0,0.0,0.0,26.2875,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,54.0,1.0,0.0,59.4,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,24.0,0.0,0.0,7.4958,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,47.0,0.0,0.0,34.0208,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,female,34.0,0.0,0.0,10.5,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,24.15,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,36.0,1.0,0.0,26.0,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,32.0,0.0,0.0,7.8958,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,44.0,0.0,1.0,57.9792,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,7.2292,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,40.5,0.0,0.0,7.75,Q,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,28.0,0.0,0.0,65.64535,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,39.0,0.0,0.0,7.925,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,23.0,2.0,1.0,11.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,2.5,1.0,1.0,26.0,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,male,17.0,1.0,1.0,7.2292,C,Adolescente (13-18),Titanic,Despejado,2.0
1.0,3.0,female,28.0,0.0,2.0,22.3583,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,30.0,0.0,0.0,8.6625,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,7.0,0.0,2.0,26.25,S,Niño (0-12),Titanic,Despejado,2.0
0.0,1.0,male,45.0,0.0,0.0,26.55,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,30.0,0.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,14.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,22.0,0.0,2.0,49.5,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,36.0,0.0,2.0,65.64535,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,female,9.0,4.0,2.0,31.275,S,Niño (0-12),Titanic,Despejado,2.0
0.0,3.0,female,11.0,4.0,2.0,31.275,S,Niño (0-12),Titanic,Despejado,2.0
1.0,2.0,male,32.0,1.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,1.0,male,50.0,1.0,0.0,65.64535,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,54.5,0.0,0.0,26.0,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,2.0,female,19.0,1.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,male,28.0,0.0,0.0,13.8625,C,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,33.0,1.0,1.0,20.525,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,male,8.0,1.0,1.0,36.75,S,Niño (0-12),Titanic,Despejado,2.0
1.0,1.0,male,17.0,0.0,2.0,65.64535,C,Adolescente (13-18),Titanic,Despejado,2.0
0.0,2.0,male,27.0,0.0,0.0,26.0,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,28.0,0.0,0.0,7.8292,Q,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,22.0,0.0,0.0,7.225,C,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,female,22.0,0.0,0.0,7.775,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,48.0,1.0,0.0,39.6,C,Adulto (36-60),Titanic,Despejado,2.0
0.0,1.0,male,28.0,0.0,0.0,65.64535,C,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,39.0,1.0,1.0,65.64535,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,3.0,female,36.0,1.0,0.0,17.4,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,40.0,0.0,0.0,7.8958,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,2.0,male,28.0,0.0,0.0,13.5,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,24.0,2.0,0.0,24.15,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,male,19.0,0.0,0.0,7.8958,S,Joven (19-35),Titanic,Despejado,2.0
0.0,3.0,female,29.0,0.0,4.0,21.075,S,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,32.0,0.0,0.0,7.8542,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,male,54.5,0.0,0.0,10.5,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,female,53.0,2.0,0.0,51.4792,S,Adulto (36-60),Titanic,Despejado,2.0
1.0,1.0,male,36.0,0.0,0.0,26.3875,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,male,16.0,0.0,0.0,8.05,S,Adolescente (13-18),Titanic,Despejado,2.0
0.0,3.0,male,19.0,0.0,0.0,14.5,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,34.0,0.0,0.0,13.0,S,Joven (19-35),Titanic,Despejado,2.0
1.0,1.0,female,39.0,1.0,0.0,55.9,S,Adulto (36-60),Titanic,Despejado,2.0
0.0,3.0,female,28.0,1.0,0.0,14.4583,C,Joven (19-35),Titanic,Despejado,2.0
1.0,3.0,male,32.0,0.0,0.0,7.925,S,Joven (19-35),Titanic,Despejado,2.0
1.0,2.0,female,25.0,1.0,1.0,30.0,S,Joven (19-35),Titanic,Despejado,2.0
